file,name,DIST_CODE,VIL_CODE,VIL_CCD,VIL_NM_E,VIL_NM_G,polygons,vertices,centroid_lon,centroid_lat,bytes,simplified_tolerance_deg
AFANTEIA_ORNITHI.kml,AFANTEIA (ORNITHI),3,232,3232,AFANTEIA (ORNITHI),ΑΦΑΝΤΕΙΑ (ΟΡΝΙΘΙ),1,809,33.5713,35.1484,33025,
AGIA.kml,AGIA,1,124,1124,AGIA,ΑΓΙΑ,1,870,33.5595,35.1133,35250,
AGIA_ANNA.kml,AGIA ANNA,4,211,4211,AGIA ANNA,ΑΓΙΑ ΑΝΝΑ,1,341,33.4881,34.9411,15299,
AGIA_EIRINI.kml,AGIA EIRINI,2,128,2128,AGIA EIRINI,ΑΓΙΑ ΕΙΡΗΝΗ,1,1181,32.9719,35.2925,47052,
AGIA_MARINA_KELOKED.kml,AGIA MARINA KELOKED.,6,221,6221,AGIA MARINA KELOKED.,ΑΓΙΑ ΜΑΡΙΝΑ ΚΕΛΟΚΕΔΑΡΩΝ,1,355,32.6131,34.8251,15894,
AGIA_MARINA_XYLIATOU.kml,AGIA MARINA XYLIATOU,1,324,1324,AGIA MARINA XYLIATOU,ΑΓΙΑ ΜΑΡΙΝΑ ΞΥΛΙΑΤΟΥ,1,2161,33.0516,35.0423,84121,
AGIA_NAPA_ACHNA.kml,"AGIA NAPA, ACHNA",3,111,3111,"AGIA NAPA, ACHNA","ΑΓΙΑ ΝΑΠΑ, ΑΧΝΑ",1,1064,33.796,35.0485,42619,
AGIA_NAPA_AGIA_NAPA.kml,"AGIA NAPA, AGIA NAPA",3,100,3100,"AGIA NAPA, AGIA NAPA","ΑΓΙΑ ΝΑΠΑ, ΑΓΙΑ ΝΑΠΑ",3,5533,33.9929,34.9798,211883,
AGIA_NAPA_AVGOROU.kml,"AGIA NAPA, AVGOROU",3,110,3110,"AGIA NAPA, AVGOROU","ΑΓΙΑ ΝΑΠΑ, ΑΥΓΟΡΟΥ",1,1399,33.8411,35.0459,55291,
AGIA_NAPA_LIOPETRI.kml,"AGIA NAPA, LIOPETRI",3,104,3104,"AGIA NAPA, LIOPETRI","ΑΓΙΑ ΝΑΠΑ, ΛΙΟΠΕΤΡΙ",1,1086,33.8894,35.0016,43502,
AGIA_NAPA_SOTIRA.kml,"AGIA NAPA, SOTIRA",3,103,3103,"AGIA NAPA, SOTIRA","ΑΓΙΑ ΝΑΠΑ, ΣΩΤΗΡΑ",3,1942,33.9273,34.9972,76280,
AGIA_TRIADA.kml,AGIA TRIADA,3,353,3353,AGIA TRIADA,ΑΓΙΑ ΤΡΙΑΔΑ,1,1365,34.2487,35.5325,53978,
AGIA_VARVARA_LEFKOSIA.kml,AGIA VARVARA (LEFKOSIA),1,103,1103,AGIA VARVARA,ΑΓΙΑ ΒΑΡΒΑΡΑ,1,2381,33.3583,35.0105,92449,
AGIA_VARVARA_PAFOS.kml,AGIA VARVARA (PAFOS),6,106,6106,AGIA VARVARA,ΑΓΙΑ ΒΑΡΒΑΡΑ,1,500,32.5069,34.757,21351,
AGIOI_ILIOFOTOI.kml,AGIOI ILIOFOTOI,1,325,1325,AGIOI ILIOFOTOI,ΑΓΙΟΙ ΗΛΙΟΦΩΤΟΙ,1,471,33.1101,35.0666,20262,
AGIOI_TRIMITHIAS.kml,AGIOI TRIMITHIAS,1,240,1240,AGIOI TRIMITHIAS,ΑΓΙΟΙ ΤΡΙΜΙΘΙΑΣ,1,1642,33.2392,35.1143,64475,
AGIOI_VAVATSINIAS.kml,AGIOI VAVATSINIAS,4,318,4318,AGIOI VAVATSINIAS,ΑΓΙΟΙ ΒΑΒΑΤΣΙΝΙΑΣ,1,595,33.1953,34.8826,24947,
AGIOS_AMVROSIOS.kml,AGIOS AMVROSIOS,2,201,2201,AGIOS AMVROSIOS,ΑΓΙΟΣ ΑΜΒΡΟΣΙΟΣ,1,2100,33.5257,35.3318,81775,
AGIOS_CHARITON.kml,AGIOS CHARITON,3,238,3238,AGIOS CHARITON,ΑΓΙΟΣ ΧΑΡΙΤΩΝ,1,363,33.6113,35.2933,16159,
AGIOS_DIMITRIANOS.kml,AGIOS DIMITRIANOS,6,301,6301,AGIOS DIMITRIANOS,ΑΓΙΟΣ ΔΗΜΗΤΡΙΑΝΟΣ,1,492,32.5497,34.9013,21026,
AGIOS_DIMITRIOS.kml,AGIOS DIMITRIOS,5,340,5340,AGIOS DIMITRIOS,ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ,1,271,32.809,34.9198,12677,
AGIOS_EFSTATHIOS.kml,AGIOS EFSTATHIOS,3,333,3333,AGIOS EFSTATHIOS,ΑΓΙΟΣ ΕΥΣΤΑΘΙΟΣ,1,254,34.0162,35.3854,12043,
AGIOS_EPIKTITOS.kml,AGIOS EPIKTITOS,2,205,2205,AGIOS EPIKTITOS,ΑΓΙΟΣ ΕΠΙΚΤΗΤΟΣ,1,1471,33.4184,35.3197,58041,
AGIOS_ERMOLAOS.kml,AGIOS ERMOLAOS,2,120,2120,AGIOS ERMOLAOS,ΑΓΙΟΣ ΕΡΜΟΛΑΟΣ,1,1185,33.1725,35.2664,47190,
AGIOS_GEORGIOS.kml,AGIOS GEORGIOS,6,205,6205,AGIOS GEORGIOS,ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ,1,453,32.6503,34.7857,19563,
AGIOS_GEORGIOS_KERYN.kml,AGIOS GEORGIOS KERYN,2,218,2218,AGIOS GEORGIOS KERYN,ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ ΚΕΡΥΝ,1,320,33.2691,35.3439,14565,
AGIOS_IAKOVOS.kml,AGIOS IAKOVOS,3,310,3310,AGIOS IAKOVOS,ΑΓΙΟΣ ΙΑΚΩΒΟΣ,1,1339,33.8201,35.3216,52997,
AGIOS_ILIAS.kml,AGIOS ILIAS,3,322,3322,AGIOS ILIAS,ΑΓΙΟΣ ΗΛΙΑΣ,1,1762,33.93,35.3272,68959,
AGIOS_IOANNIS.kml,AGIOS IOANNIS,1,211,1211,AGIOS IOANNIS,ΑΓΙΟΣ ΙΩΑΝΝΗΣ,1,993,33.1783,35.0767,39938,
AGIOS_IOANNIS_PAFOU.kml,AGIOS IOANNIS PAFOU,6,219,6219,AGIOS IOANNIS PAFOU,ΑΓΙΟΣ ΙΩΑΝΝΗΣ ΠΑΦΟΥ,1,932,32.6923,34.8795,37661,
AGIOS_IOANNIS_SELEM.kml,AGIOS IOANNIS SELEM.,1,454,1454,AGIOS IOANNIS SELEM.,ΑΓΙΟΣ ΙΩΑΝΝΗΣ ΣΕΛΕΜ.,1,331,32.6996,35.1427,14982,
AGIOS_ISIDOROS.kml,AGIOS ISIDOROS,6,369,6369,AGIOS ISIDOROS,ΑΓΙΟΣ ΙΣΙΔΩΡΟΣ,1,341,32.4725,35.0089,15330,
AGIOS_KONSTANTINOS.kml,AGIOS KONSTANTINOS,5,143,5143,AGIOS KONSTANTINOS,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,1,525,33.0727,34.8722,22308,
AGIOS_MAMAS.kml,AGIOS MAMAS,5,316,5316,AGIOS MAMAS,ΑΓΙΟΣ ΜΑΜΑΣ,1,899,32.9453,34.8415,36398,
AGIOS_NIKOLAOS.kml,AGIOS NIKOLAOS,3,301,3301,AGIOS NIKOLAOS,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,1,530,33.6737,35.3253,22467,
AGIOS_NIKOLAOS_PAFOU.kml,AGIOS NIKOLAOS PAFOU,6,218,6218,AGIOS NIKOLAOS PAFOU,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ ΠΑΦΟΥ,1,1232,32.7534,34.8859,49024,
AGIOS_PAVLOS.kml,AGIOS PAVLOS,5,142,5142,AGIOS PAVLOS,ΑΓΙΟΣ ΠΑΥΛΟΣ,1,560,33.0497,34.872,23597,
AGIOS_SERGIOS.kml,AGIOS SERGIOS,3,121,3121,AGIOS SERGIOS,ΑΓΙΟΣ ΣΕΡΓΙΟΣ,1,714,33.8935,35.1989,29437,
AGIOS_SOZOMENOS.kml,AGIOS SOZOMENOS,1,121,1121,AGIOS SOZOMENOS,ΑΓΙΟΣ ΣΩΖΟΜΕΝΟΣ,1,626,33.4384,35.0732,26083,
AGIOS_SYMEON.kml,AGIOS SYMEON,3,350,3350,AGIOS SYMEON,ΑΓΙΟΣ ΣΥΜΕΩΝ,1,847,34.2353,35.4871,34414,
AGIOS_THEODOROS.kml,AGIOS THEODOROS,3,330,3330,AGIOS THEODOROS,ΑΓΙΟΣ ΘΕΟΔΩΡΟΣ,2,890,34.0387,35.3532,36280,
AGIOS_THEODOROS_LARN.kml,AGIOS THEODOROS LARN,4,307,4307,AGIOS THEODOROS LARN,ΑΓIOΣ ΘΕΟΔΩΡΟΣ ΛΑΡΝΑΚΑΣ,1,1136,33.4007,34.7822,45368,
AGIOS_THERAPON.kml,AGIOS THERAPON,5,306,5306,AGIOS THERAPON,ΑΓΙΟΣ ΘΕΡΑΠΩΝ,1,1172,32.8702,34.7824,46735,
AGIOS_THOMAS.kml,AGIOS THOMAS,5,224,5224,AGIOS THOMAS,ΑΓΙΟΣ ΘΩΜΑΣ,1,278,32.7296,34.7094,12936,
AGIOS_VASILEIOS.kml,AGIOS VASILEIOS,1,248,1248,AGIOS VASILEIOS,ΑΓΙΟΣ ΒΑΣΙΛΕΙΟΣ,1,697,33.1943,35.2162,28792,
AGIRDA.kml,AGIRDA,2,114,2114,AGIRDA,ΑΓΙΡΔΑ,1,455,33.2768,35.2893,19608,
AGRIDAKI.kml,AGRIDAKI,2,220,2220,AGRIDAKI,ΑΓΡΙΔΑΚΙ,1,1041,33.1502,35.2929,41736,
AGRIDIA.kml,AGRIDIA,5,367,5367,AGRIDIA,ΑΓΡΙΔΙΑ,1,594,32.9959,34.9294,24842,
AGROKIPIA.kml,AGROKIPIA,1,212,1212,AGROKIPIA,ΑΓΡΟΚΗΠΙΑ,1,797,33.1523,35.0491,32500,
AGROS.kml,AGROS,5,366,5366,AGROS,ΑΓΡΟΣ,1,914,33.0184,34.9168,36919,
AG_AMVROSIOS_LEMESOU.kml,AG AMVROSIOS LEMESOU,5,305,5305,AG AMVROSIOS LEMESOU,ΑΓ ΑΜΒΡΟΣΙΟΣ ΛΕΜΕΣΟΥ,1,714,32.8158,34.7582,29430,
AG_ANDRONIKOS_KARPAS.kml,AG ANDRONIKOS KARPAS,3,348,3348,AG ANDRONIKOS KARPAS,ΑΓ ΑΝΔΡΟΝΙΚΟΣ ΚΑΡΠΑΣ,2,3031,34.1987,35.4987,117189,
AG_ANDRONIKOS_TRIKOM.kml,AG ANDRONIKOS TRIKOM,3,311,3311,AG ANDRONIKOS TRIKOM,ΑΓ ΑΝΔΡΟΝΙΚΟΣ ΤΡΙΚΩΜ,1,1692,33.8678,35.3284,66420,
AG_EIRINI_LEFKOSIAS.kml,AG EIRINI LEFKOSIAS,1,402,1402,AG EIRINI LEFKOSIAS,ΑΓ ΕΙΡΗΝΗ ΛΕΥΚΩΣΙΑΣ,1,632,32.9689,34.9849,26346,
AG_EPIFANIOS_OREINIS.kml,AG EPIFANIOS OREINIS,1,206,1206,AG EPIFANIOS OREINIS,ΑΓ ΕΠΙΦΑΝΙΟΣ ΟΡΕΙΝΗΣ,1,882,33.1162,35.0004,35782,
AG_EPIFANIOS_SOLEAS.kml,AG. EPIFANIOS SOLEAS,1,414,1414,AG. EPIFANIOS SOLEAS,ΑΓ. ΕΠΙΦΑΝΙΟΣ ΣΟΛΕΑΣ,1,681,32.8699,35.0623,28175,
AG_GEORGIOS_AMMOCHOS.kml,AG GEORGIOS AMMOCHOS,3,132,3132,AG GEORGIOS AMMOCHOS,ΑΓ ΓΕΩΡΓΙΟΣ ΑΜΜΟΧΩΣ,1,822,33.8616,35.2538,33530,
AG_GEORGIOS_KAFKAL.kml,AG GEORGIOS KAFKAL.,1,321,1321,AG GEORGIOS KAFKAL.,ΑΓ ΓΕΩΡΓΙΟΣ ΚΑΥΚΑΛ.,1,880,33.0036,35.0408,35711,
AG_GEORGIOS_LEMESOU.kml,AG GEORGIOS LEMESOU,5,310,5310,AG GEORGIOS LEMESOU,ΑΓ ΓΕΩΡΓΙΟΣ ΛΕΜΕΣΟΥ,1,595,32.8972,34.8034,24922,
AG_GEORGIOS_SOLEAS.kml,AG. GEORGIOS SOLEAS,1,431,1431,AG. GEORGIOS SOLEAS,ΑΓ. ΓΕΩΡΓΙΟΣ ΣΟΛΕΑΣ,1,586,32.8872,35.1098,24594,
AG_IOANNIS_LEMESOU.kml,AG IOANNIS LEMESOU,5,361,5361,AG IOANNIS LEMESOU,ΑΓ ΙΩΑΝΝΗΣ ΛΕΜΕΣΟΥ,1,806,33.0145,34.8931,32883,
AG_MARINA_SKYLLOURAS.kml,AG MARINA SKYLLOURAS,1,246,1246,AG MARINA SKYLLOURAS,ΑΓ ΜΑΡΙΝΑ ΣΚΥΛΛΟΥΡΑΣ,1,701,33.1281,35.23,28964,
AG_NIKOLAOS_SOLEAS.kml,AG. NIKOLAOS SOLEAS,1,430,1430,AG. NIKOLAOS SOLEAS,ΑΓ. ΝΙΚΟΛΑΟΣ ΣΟΛΕΑΣ,1,423,32.8728,35.101,18451,
AG_THEODOROS_LEMESOU.kml,AG THEODOROS LEMESOU,5,360,5360,AG THEODOROS LEMESOU,ΑΓ ΘΕΟΔΩΡΟΣ ΛΕΜΕΣΟΥ,1,795,33.0409,34.8949,32501,
AG_THEODOROS_SOLEAS.kml,AG. THEODOROS SOLEAS,1,405,1405,AG. THEODOROS SOLEAS,ΑΓ. ΘΕΟΔΩΡΟΣ ΣΟΛΕΑΣ,1,940,32.9329,35.0311,37973,
AG_THEODOROS_TILLIR.kml,AG THEODOROS TILLIR.,1,466,1466,AG THEODOROS TILLIR.,ΑΓ ΘΕΟΔΩΡΟΣ ΤΙΛΛΙΡ.,1,1613,32.6345,35.1597,63440,
AIGIALOUSA.kml,AIGIALOUSA,3,352,3352,AIGIALOUSA,ΑΙΓΙΑΛΟΥΣΑ,1,3365,34.2314,35.5462,129481,
AKAKI.kml,AKAKI,1,360,1360,AKAKI,ΑΚΑΚΙ,1,1200,33.1321,35.1403,47732,
AKAMAS_AKOURSOS.kml,"AKAMAS, AKOURSOS",6,130,6130,"AKAMAS, AKOURSOS","ΑΚΑΜΑΣ, ΑΚΟΥΡΣΟΣ",1,641,32.4211,34.8808,26677,
AKAMAS_INEIA.kml,"AKAMAS, INEIA",6,352,6352,"AKAMAS, INEIA","ΑΚΑΜΑΣ, ΙΝΕΙΑ",1,1764,32.3348,34.966,69083,
AKAMAS_KATHIKAS.kml,"AKAMAS, KATHIKAS",6,132,6132,"AKAMAS, KATHIKAS","ΑΚΑΜΑΣ, ΚΑΘΙΚΑΣ",1,1347,32.4074,34.9082,53364,
AKAMAS_KATO_ARODES.kml,"AKAMAS, KATO ARODES",6,350,6350,"AKAMAS, KATO ARODES","ΑΚΑΜΑΣ, ΚΑΤΩ ΑΡΟΔΕΣ",1,1086,32.3764,34.9419,43471,
AKAMAS_KISSONERGA.kml,"AKAMAS, KISSONERGA",6,27,6027,"AKAMAS, KISSONERGA","ΑΚΑΜΑΣ, ΚΙΣΣΟΝΕΡΓΑ",1,764,32.3998,34.8354,31335,
AKAMAS_PANO_ARODES.kml,"AKAMAS, PANO ARODES",6,351,6351,"AKAMAS, PANO ARODES","ΑΚΑΜΑΣ, ΠΑΝΩ ΑΡΟΔΕΣ",1,982,32.3943,34.927,39538,
AKAMAS_PEGEIA.kml,"AKAMAS, PEGEIA",6,133,6133,"AKAMAS, PEGEIA","ΑΚΑΜΑΣ, ΠΕΓΕΙΑ",4,6092,32.3433,34.8827,233289,
AKAPNOU.kml,AKAPNOU,5,137,5137,AKAPNOU,ΑΚΑΠΝΟΥ,1,639,33.1909,34.8422,26555,
ALAMINOS.kml,ALAMINOS,4,121,4121,ALAMINOS,ΑΛΑΜΙΝΟΣ,1,855,33.4502,34.7965,34688,
ALASSA.kml,ALASSA,5,302,5302,ALASSA,ΑΛΑΣΣΑ,1,782,32.9247,34.7577,31978,
ALEKTORA.kml,ALEKTORA,5,225,5225,ALEKTORA,ΑΛΕΚΤΟΡΑ,1,812,32.668,34.7062,33086,
ALETHRIKO.kml,ALETHRIKO,4,125,4125,ALETHRIKO,ΑΛΕΘΡΙΚΟ,1,770,33.4923,34.8617,31490,
ALEVGA.kml,ALEVGA,1,459,1459,ALEVGA,ΑΛΕΥΓΑ,1,479,32.6096,35.1531,20484,
ALITHINOU.kml,ALITHINOU,1,308,1308,ALITHINOU,ΑΛΗΘΙΝΟΥ,1,645,33.0316,34.9519,26779,
ALODA.kml,ALODA,3,124,3124,ALODA,ΑΛΟΔΑ,1,435,33.8256,35.2119,18841,
ALONA.kml,ALONA,1,302,1302,ALONA,ΑΛΩΝΑ,1,795,33.0428,34.9327,32411,
AMARGETI.kml,AMARGETI,6,220,6220,AMARGETI,ΑΜΑΡΓΕΤΗ,1,612,32.5841,34.8194,25522,
AMATHOUNTA_AGIOS_TYCHONAS.kml,"AMATHOUNTA, AGIOS TYCHONAS",5,124,5124,"AMATHOUNTA, AGIOS TYCHONAS","ΑΜΑΘΟΥΝΤΑ, ΑΓΙΟΣ ΤΥΧΩΝΑΣ",1,802,33.1342,34.7222,32804,
AMATHOUNTA_AG_ATHANASIOS.kml,"AMATHOUNTA, AG. ATHANASIOS",5,12,5012,"AMATHOUNTA, AG. ATHANASIOS","ΑΜΑΘΟΥΝΤΑ, ΑΓ. ΑΘΑΝΑΣΙΟΣ",1,974,33.0571,34.7199,39294,
AMATHOUNTA_AKROUNTA.kml,"AMATHOUNTA, AKROUNTA",5,123,5123,"AMATHOUNTA, AKROUNTA","ΑΜΑΘΟΥΝΤΑ, ΑΚΡΟΥΝΤΑ",1,580,33.0773,34.761,24373,
AMATHOUNTA_ARMENOCHORI.kml,"AMATHOUNTA, ARMENOCHORI",5,121,5121,"AMATHOUNTA, ARMENOCHORI","ΑΜΑΘΟΥΝΤΑ, ΑΡΜΕΝΟΧΩΡΙ",1,538,33.124,34.7432,22809,
AMATHOUNTA_FOINIKARIA.kml,"AMATHOUNTA, FOINIKARIA",5,122,5122,"AMATHOUNTA, FOINIKARIA","ΑΜΑΘΟΥΝΤΑ, ΦΟΙΝΙΚΑΡΙΑ",1,477,33.1052,34.7498,20487,
AMATHOUNTA_GERMASOGEIA.kml,"AMATHOUNTA, GERMASOGEIA",5,13,5013,"AMATHOUNTA, GERMASOGEIA","ΑΜΑΘΟΥΝΤΑ, ΓΕΡΜΑΣΟΓΕΙΑ",1,1403,33.0838,34.7186,55476,
AMATHOUNTA_MATHIKOLONI.kml,"AMATHOUNTA, MATHIKOLONI",5,104,5104,"AMATHOUNTA, MATHIKOLONI","ΑΜΑΘΟΥΝΤΑ, ΜΑΘΙΚΟΛΩΝΗ",1,742,33.056,34.7674,30509,
AMATHOUNTA_MOUTTAGIAKA.kml,"AMATHOUNTA, MOUTTAGIAKA",5,120,5120,"AMATHOUNTA, MOUTTAGIAKA","ΑΜΑΘΟΥΝΤΑ, ΜΟΥΤΤΑΓΙΑΚΑ",1,456,33.1046,34.7203,19714,
AMIANTOS.kml,AMIANTOS,5,355,5355,AMIANTOS,ΑΜΙΑΝΤΟΣ,1,1035,32.9268,34.9298,41518,
AMMADIES.kml,AMMADIES,1,455,1455,AMMADIES,ΑΜΜΑΔΙΕΣ,1,630,32.7108,35.1702,26221,
AMPELIKOU.kml,AMPELIKOU,1,436,1436,AMPELIKOU,ΑΜΠΕΛΙΚΟΥ,1,1046,32.8042,35.1037,41929,
ANADIOU.kml,ANADIOU,6,311,6311,ANADIOU,ΑΝΑΔΙΟΥ,1,722,32.5605,34.9568,29649,
ANAFOTIDA.kml,ANAFOTIDA,4,122,4122,ANAFOTIDA,ΑΝΑΦΩΤΙΔΑ,1,748,33.4628,34.8093,30678,
ANAGEIA.kml,ANAGEIA,1,231,1231,ANAGEIA,ΑΝΑΓΕΙΑ,1,623,33.2428,35.0775,25957,
ANALIONTAS.kml,ANALIONTAS,1,222,1222,ANALIONTAS,ΑΝΑΛΙΟΝΤΑΣ,1,972,33.2909,35.0082,39163,
ANARITA.kml,ANARITA,6,107,6107,ANARITA,ΑΝΑΡΙΤΑ,1,595,32.5393,34.748,24904,
ANATOLIKI_PAFOS_ACHELEIA.kml,"ANATOLIKI PAFOS, ACHELEIA",6,14,6014,"ANATOLIKI PAFOS, ACHELEIA","ΑΝΑΤΟΛΙΚΗ ΠΑΦΟΣ, ΑΧΕΛΕΙΑ",1,351,32.4795,34.7306,15746,
ANATOLIKI_PAFOS_AG_MARINOUDA.kml,"ANATOLIKI PAFOS, AG. MARINOUDA",6,12,6012,"ANATOLIKI PAFOS, AG. MARINOUDA","ΑΝΑΤΟΛΙΚΗ ΠΑΦΟΣ, ΑΓ. ΜΑΡΙΝΟΥΔΑ",1,277,32.4741,34.7608,12987,
ANATOLIKI_PAFOS_GEROSKIPOU.kml,"ANATOLIKI PAFOS, GEROSKIPOU",6,10,6010,"ANATOLIKI PAFOS, GEROSKIPOU","ΑΝΑΤΟΛΙΚΗ ΠΑΦΟΣ, ΓΕΡΟΣΚΗΠΟΥ",1,759,32.4547,34.7543,31170,
ANATOLIKI_PAFOS_KONIA.kml,"ANATOLIKI PAFOS, KONIA",6,11,6011,"ANATOLIKI PAFOS, KONIA","ΑΝΑΤΟΛΙΚΗ ΠΑΦΟΣ, ΚΟΝΙΑ",1,615,32.4599,34.7826,25688,
ANATOLIKI_PAFOS_TIMI.kml,"ANATOLIKI PAFOS, TIMI",6,104,6104,"ANATOLIKI PAFOS, TIMI","ΑΝΑΤΟΛΙΚΗ ΠΑΦΟΣ, ΤΙΜΗ",1,450,32.5103,34.7254,19482,
ANGASTINA.kml,ANGASTINA,3,233,3233,ANGASTINA,ΑΓΓΑΣΤΙΝΑ,1,1100,33.5834,35.2138,43950,
ANGLISIDES.kml,ANGLISIDES,4,127,4127,ANGLISIDES,ΑΓΓΛΙΣΙΔΕΣ,1,603,33.463,34.8521,25192,
ANGOLEMI.kml,ANGOLEMI,1,443,1443,ANGOLEMI,ΑΓΓΟΛΕΜΙ,1,636,32.9449,35.1121,26429,
ANOGYRA.kml,ANOGYRA,5,226,5226,ANOGYRA,ΑΝΩΓΥΡΑ,1,923,32.7272,34.741,37273,
APESIA.kml,APESIA,5,107,5107,APESIA,ΑΠΕΣΙΑ,1,527,32.9759,34.7819,22330,
APLANTA.kml,APLANTA,4,123,4123,APLANTA,ΑΠΛΑΝΤΑ,1,319,33.4817,34.828,14452,
APLIKI.kml,APLIKI,1,202,1202,APLIKI,ΑΠΛΙΚΙ,1,512,33.115,34.9208,21752,
APSIOU.kml,APSIOU,5,106,5106,APSIOU,ΑΨΙΟΥ,1,608,33.0205,34.7877,25362,
ARADIPPOU_ARADIPPOU.kml,"ARADIPPOU, ARADIPPOU",4,10,4010,"ARADIPPOU, ARADIPPOU","ΑΡΑΔΙΠΠΟΥ, ΑΡΑΔΙΠΠΟΥ",1,1725,33.5816,34.9506,67632,
ARADIPPOU_KELLIA.kml,"ARADIPPOU, KELLIA",4,100,4100,"ARADIPPOU, KELLIA","ΑΡΑΔΙΠΠΟΥ, ΚΕΛΛΙΑ",1,468,33.6181,34.9822,20136,
ARADIPPOU_TROULLOI.kml,"ARADIPPOU, TROULLOI",4,101,4101,"ARADIPPOU, TROULLOI","ΑΡΑΔΙΠΠΟΥ, ΤΡΟΥΛΛΟΙ",1,700,33.6155,35.0219,28927,
ARAKAPAS.kml,ARAKAPAS,5,141,5141,ARAKAPAS,ΑΡΑΚΑΠΑΣ,1,779,33.1072,34.8502,31835,
ARDANA.kml,ARDANA,3,313,3313,ARDANA,ΑΡΔΑΝΑ,1,1690,33.8991,35.3378,66265,
AREDIOU.kml,AREDIOU,1,210,1210,AREDIOU,ΑΡΕΔΙΟΥ,1,972,33.2039,35.0536,39132,
ARGAKI.kml,ARGAKI,1,365,1365,ARGAKI,ΑΡΓΑΚΙ,1,420,33.0328,35.1931,18248,
ARMINOU.kml,ARMINOU,6,217,6217,ARMINOU,ΑΡΜΙΝΟΥ,1,496,32.7197,34.8681,21137,
